热播大片,#genre#
睢宁综合,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/4/224/3221227706/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
遂宁大英,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/dyxwzhH265_4000.m3u8
泰州1,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/4/224/3221228209/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
泰州1,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/3/224/3221228209/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
泰州2,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/3/224/3221228212/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
泰州2,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/4/224/3221228212/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
泰州3,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/4/224/3221228100/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
泰州3,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/3/224/3221228100/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
体育,http://[2409:8087:5011:1020::1a]/180000001001/00000001000000001025000000197048/main.m3u8?IASHttpSessionId=OTT
天全综合,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/tqzh_2000.m3u8
铁岭公共,http://[2409:8087:5c00:10:5::8a]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225927/index.m3u8
铁岭公共,http://[2409:8087:5c00:10:5::138]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225927/index.m3u8
铁岭新闻,http://[2409:8087:5c00:10:5::8a]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225883/index.m3u8
铁岭新闻,http://[2409:8087:5c00:10:5::151]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225883/index.m3u8
通川,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/tcq_2000.m3u8
通江综合,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/tjxwH265_4000.m3u8
通辽城市,http://[2409:8087:1050:301:2026::11]:80/wh7f454c46tw4138440200_-1443953791/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225823/10000100000000060000000000004377_0.smil/01.m3u8?fmt=ts2hls
通辽蒙语,http://[2409:8087:1050:301:2026::14]:80/wh7f454c46tw4138733806_-1591655256/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225824/10000100000000060000000000004381_0.smil/01.m3u8?fmt=ts2hls
通辽蒙语,http://[2409:8087:1050:301:2026::14]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225824/index.m3u8?fmt=ts2hls
通辽新闻,http://[2409:8087:1050:301:2026::13]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225825/index.m3u8?fmt=ts2hls
通辽新闻,http://[2409:8087:1070:301:2028::23]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225825/index.m3u8?fmt=ts2hls
通辽新闻,http://[2409:8087:1050:301:2026::13]:80/wh7f454c46tw4139005923_1644259046/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225825/10000100000000060000000000004380_0.smil/01.m3u8?fmt=ts2hls
桐城新闻,http://[2409:8087:3000:23:0:3::110A]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_tcxw/index.m3u8
铜山1,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/4/224/3221228152/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
铜山2,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/4/224/3221228081/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
铜山3,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/4/224/3221228055/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
铜山4,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/4/224/3221228249/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
突泉,http://[2409:8087:1050:301:2026::13]:80/wh7f454c46tw4131338849_1429368546/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225798/10000100000000060000000000004379_0.smil/01.m3u8?fmt=ts2hls
突泉,http://[2409:8087:1070:301:2028::23]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225798/index.m3u8?fmt=ts2hls
突泉,http://[2409:8087:1030:201:2022::27]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225798/index.m3u8?fmt=ts2hls
万源,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/wyxwzh_2000.m3u8
旺苍新闻,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/wcxwzhH265_4000.m3u8
潍城生活,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/4/224/3221228039/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
潍城新闻,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/4/224/3221228007/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
潍城新闻,http://[2409:8087:1070:301:2028::23]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225830/index.m3u8?fmt=ts2hls
卫辉,http://[2409:8087:4402:20:1:1216:401:11]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226538/index.m3u8
乌海都市,http://[2409:8087:1070:301:2028::23]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225811/index.m3u8?fmt=ts2hls
乌海都市,http://[2409:8087:1030:201:2022::25]:80/wh7f454c46tw4135054688_-1802802319/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225811/10000100000000060000000000004419_0.smil/01.m3u8?fmt=ts2hls
乌海都市,http://[2409:8087:1030:201:2022::24]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225811/index.m3u8?fmt=ts2hls
乌海新闻,http://[2409:8087:1050:301:2026::13]:80/wh7f454c46tw4134774052_643775027/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225810/10000100000000060000000000004415_0.smil/01.m3u8?fmt=ts2hls
乌海新闻,http://[2409:8087:1050:301:2026::13]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225810/index.m3u8?fmt=ts2hls
乌海新闻,http://[2409:8087:1070:301:2028::23]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225810/index.m3u8?fmt=ts2hls
乌拉特中旗,http://[2409:8087:1030:201:2022::2a]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8?fmt=ts2hls
乌拉特中旗,http://[2409:8087:1050:301:2026::13]:80/wh7f454c46tw4133047620_502911251/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225804/10000100000000060000000000004393_0.smil/01.m3u8?fmt=ts2hls
梧州公共,http://[2409:8087:5c00:10:5::8a]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225930/index.m3u8
梧州教育,http://[2409:8087:5c00:10:5::8a]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225933/index.m3u8
梧州新闻,http://[2409:8087:5c00:10:5::8a]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225992/index.m3u8
梧州新闻,http://[2409:8087:5c00:10:5::95]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225992/index.m3u8
梧州新闻,http://[2409:8087:5c00:10:5::96]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225992/index.m3u8
五通桥,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/wtqxwzh_2000.m3u8
武陟综合,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227037/index.m3u8
武陟综合,http://[2409:8087:4402:20:1:1216:401:32]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227037/index.m3u8
西充综合,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/xczh_2000.m3u8
西乡,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002207/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
锡林郭勒1,http://[2409:8087:1050:301:2026::13]:80/wh7f454c46tw4129021068_-577849345/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225790/10000100000000060000000000004355_0.smil/01.m3u8?fmt=ts2hls
锡林郭勒2,http://[2409:8087:1050:301:2026::13]:80/wh7f454c46tw4128728494_324879314/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225789/10000100000000060000000000004352_0.smil/01.m3u8?fmt=ts2hls
锡盟1,http://[2409:8087:1050:301:2026::13]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225790/index.m3u8?fmt=ts2hls
锡盟2,http://[2409:8087:1050:301:2026::13]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225789/index.m3u8?fmt=ts2hls
新蔡,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226691/index.m3u8
新蔡,http://[2409:8087:4400:20:1:a0f:12:30]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226691/index.m3u8
新蔡,http://[2409:8087:4402:20:1:1216:401:38]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226512/index.m3u8
新都综合,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/xdzhpd_2000.m3u8
新津,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/xjzh_4000.m3u8
新密新闻,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
新密新闻,http://[2409:8087:4402:20:1:1216:401:16]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226488/index.m3u8
新郑,http://[2409:8087:4402:20:1:1216:401:16]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226492/index.m3u8
新郑综合,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226577/index.m3u8
新郑综合,http://[2409:8087:4402:20:1:1216:401:38]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226577/index.m3u8
信阳公共,http://[2409:8087:4402:20:1:1216:401:2f]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226658/index.m3u8
信阳公共,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226658/index.m3u8
信阳公共,http://[2409:8087:4402:20:1:1216:401:3f]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226367/index.m3u8
信阳教育,http://[2409:8087:4402:20:1:1216:401:16]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226518/index.m3u8
信阳教育,http://[2409:8087:4402:20:1:1216:401:44]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226674/index.m3u8
信阳教育,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226674/index.m3u8
信阳教育,http://[2409:8087:4402:20:1:1216:401:17]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226518/index.m3u8
信阳综合,http://[2409:8087:4402:20:1:1216:401:3f]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226369/index.m3u8
信阳综合,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226646/index.m3u8
信阳综合,http://[2409:8087:4402:20:1:1216:401:30]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226646/index.m3u8
兴文,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/xwt_2000.m3u8
徐州1,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/4/224/3221225945/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
徐州1,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/3/224/3221225945/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
徐州2,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/3/224/3221225947/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
徐州2,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/4/224/3221225947/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
徐州3,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/4/224/3221225949/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
徐州3,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/3/224/3221225949/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
徐州4,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/3/224/3221225951/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
徐州4,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/4/224/3221225951/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
宣汉新闻,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/xhxwzh_2000.m3u8
雅安公共,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/yagg_2000.m3u8
雅安综合,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/yazh_2000.m3u8
盐边,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/ybtgq_2000.m3u8
盐城新闻,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/3/224/3221228215/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
盐城新闻,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/4/224/3221228215/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
雁江,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/yjxw_2000.m3u8
扬州新闻,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/4/224/3221228117/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
洋县,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002405/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
伊川,http://[2409:8087:4402:20:1:1216:401:3b]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226532/index.m3u8
伊川,http://[2409:8087:4402:20:1:1216:401:36]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226363/index.m3u8
伊金霍洛新闻,http://[2409:8087:1070:301:2028::23]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225868/index.m3u8?fmt=ts2hls
伊金霍洛综合,http://[2409:8087:1050:301:2026::18]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225868/index.m3u8?fmt=ts2hls
仪化有线,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/3/224/3221227702/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
宜阳综合,http://[2409:8087:4402:20:1:1216:401:35]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227059/index.m3u8
宜阳综合,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227059/index.m3u8
义马新闻,http://[2409:8087:4402:20:1:1216:401:2c]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227079/index.m3u8
营山,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/ysxw_2000.m3u8
影视,http://[2409:8087:1070:301:2028::23]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225832/index.m3u8?fmt=ts2hls
镇巴,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001971/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
郑州商都,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226650/index.m3u8
郑州商都,http://[2409:8087:4402:20:1:1216:401:17]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226402/index.m3u8
郑州商都,http://[2409:8087:4402:20:1:1216:401:2f]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226650/index.m3u8
郑州文旅,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226627/index.m3u8
郑州文旅,http://[2409:8087:4402:20:1:1216:401:44]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226627/index.m3u8
郑州文体,http://[2409:8087:4402:20:1:1216:401:17]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226407/index.m3u8
郑州新闻,http://[2409:8087:4402:20:1:1216:401:13]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226394/index.m3u8
郑州新闻,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226618/index.m3u8
郑州新闻,http://[2409:8087:4402:20:1:1216:401:17]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226404/index.m3u8
郑州新闻,http://[2409:8087:4402:20:1:1216:401:16]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226404/index.m3u8
郑州新闻,http://[2409:8087:4402:20:1:1216:401:38]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226618/index.m3u8
中华美食,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/4/224/3221227017/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
中江新闻,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/zjxwzh_2000.m3u8
中旗,http://[2409:8087:1070:301:2028::23]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8?fmt=ts2hls
珠江,http://[2409:8087:5c00:10:5::8a]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225717/index.m3u8
珠江,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000004000011655/1.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=0
珠江,http://[2409:8087:5c00:10:5::82]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225717/index.m3u8
准格尔综合,http://[2409:8087:1030:201:2022::2b]:80/wh7f454c46tw4134171651_-1265563867/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225808/10000100000000060000000000004405_0.smil/01.m3u8?fmt=ts2hls
准格尔综合,http://[2409:8087:1030:201:2022::27]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225808/index.m3u8?fmt=ts2hls
资阳新闻,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/zyxwzh_2000.m3u8
自贡公共,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/zggg_4000.m3u8
自贡新闻,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/zgxw_4000.m3u8

财经Ⓢ频道,#genre#
第一财经FHD,http://183.207.255.188/live/program/live/dycjhd/4000000/mnf.m3u8
第一财经,http://39.135.55.7:6610/PLTV/88888888/224/3221226987/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV-2 财经频道,http://39.135.55.7:6610/PLTV/88888888/224/3221225800/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV-2 财经频道,http://39.135.55.7:6610/PLTV/88888888/224/3221225800/index.m3u8?servicetype=1&IASHttpSessionId=OTT
北京财经,http://111.6.126.218:80/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s5/index.m3u8
深圳财经生活[1280*720][1280*720],http://ye23.win/iptv/sztv.php?id=5
合肥财经[1920*1080][1920*1080],https://hylive.hfbtv.com/lsdream/FRTSshY/1000/live.m3u8
SiTV东方财经,http://migu.jilu8.cn/3221231646/index.m3u8
SiTV东方财经,http://140.207.241.2:8080/live/program/live/dfcj/1300000/mnf.m3u8
上海浦东财经,http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8
东方财经浦东[982*540][982*540],http://140.207.241.3:8080/live/program/live/dfcj/1300000/d1.m3u8
东森财经新闻,http://60.249.146.250:8546/http/60.251.39.91:8081/hls/63/805/ch11.m3u8
点掌财经[1280*712],http://cclive2.aniu.tv/live/anzb.m3u8
点掌财经[1280*720][1280*720],https://wsvideo.aniu.tv/live/aniu/playlist.m3u8
耀才財經台1,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
耀才財經,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000

国际Ⓖ频道,#genre#
籃球,http://txtest-xp2p.p2p.huya.com/1099531627841-1099531627841-85899625092874240-2199063379138-10057-A-0-1.xs
籃球1,http://txtest-xp2p.p2p.huya.com/1099531627841-1099531627841-85899625092874240-2199063379138-10057-A-0-1.xs
籃球2,http://txtest-xp2p.p2p.huya.com/1099531627800-1099531627800-85899448999215104-2199063379056-10057-A-0-1.xs
籃球3,http://txtest-xp2p.p2p.huya.com/1859752418-1859752418-7987575813966921728-3719628292-10057-A-0-1.xs
籃球5,http://txtest-xp2p.p2p.huya.com/1099531739898-1099531739898-86380906243162112-2199063603252-10057-A-0-1.xs
籃球7,http://txtest-xp2p.p2p.huya.com/1099531739953-1099531739953-86381142466363392-2199063603362-10057-A-0-1.xs
籃球8,http://txtest-xp2p.p2p.huya.com/1099531739788-1099531739788-86380433796759552-2199063603032-10057-A-0-1.xs
籃球9,http://txtest-xp2p.p2p.huya.com/1099531627785-1099531627785-85899384574705664-2199063379026-10057-A-0-1.xs
街波王子,http://txtest-xp2p.p2p.huya.com/1099531739790-1099531739790-86380442386694144-2199063603036-10057-A-0-1.xs
斯諾克,http://txtest-xp2p.p2p.huya.com/1099531627777-1099531627777-85899350214967296-2199063379010-10057-A-0-1.xs
WWE,http://txtest-xp2p.p2p.huya.com/1099531627799-1099531627799-85899444704247808-2199063379054-10057-A-0-1.xs
MASFIGHT,http://txtest-xp2p.p2p.huya.com/1099531739833-1099531739833-86380627070287872-2199063603122-10057-A-0-1.xs
泰拳,http://txtest-xp2p.p2p.huya.com/1199546362707-1199546362707-5370801297354129408-2399092848870-10057-A-0-1.xs
拳擊,http://txtest-xp2p.p2p.huya.com/0-0-0-2399123531982-10057-A-0-1.xs
皮划艇,http://txtest-xp2p.p2p.huya.com/1099531728523-1099531728523-86332050990170112-2199063580502-10057-A-0-1.xs
賽車,http://txtest-xp2p.p2p.huya.com/1447756351-1447756351-6218066180121296896-2895636158-10057-A-0-1.xs
摩托車,http://txtest-xp2p.p2p.huya.com/1099531728928-1099531728928-86333790451924992-2199063581312-10057-A-0-1.xs
體育賽場,http://txtest-xp2p.p2p.huya.com/1099531627962-1099531627962-85900144783917056-2199063379380-10057-A-0-1.xs
第一賽場,http://txtest-xp2p.p2p.huya.com/1099531739778-1099531739778-86380390847086592-2199063603012-10057-A-0-1.xs
久事賽事,http://txtest-xp2p.p2p.huya.com/2452891977-2452891977-10535090821835784192-4905907410-10057-A-0-1.xs
足球,http://txtest-xp2p.p2p.huya.com/1099531728511-1099531728511-86331999450562560-2199063580478-10057-A-0-1.xs
歐足1,http://txtest-xp2p.p2p.huya.com/1099531728511-1099531728511-86331999450562560-2199063580478-10057-A-0-1.xs
歐足2,http://txtest-xp2p.p2p.huya.com/1099531740188-1099531740188-86382151783677952-2199063603832-10057-A-0-1.xs
足球1,http://txtest-xp2p.p2p.huya.com/1099531739787-1099531739787-86380429501792256-2199063603030-10057-A-0-1.xs
足球2,http://txtest-xp2p.p2p.huya.com/1099531728837-1099531728837-86333399609901056-2199063581130-10057-A-0-1.xs
足球3,http://txtest-xp2p.p2p.huya.com/1099531728827-1099531728827-86333356660228096-2199063581110-10057-A-0-1.xs
足球5,http://txtest-xp2p.p2p.huya.com/1099531728828-1099531728828-86333360955195392-2199063581112-10057-A-0-1.xs
足球7,http://txtest-xp2p.p2p.huya.com/1199525662714-1199525662714-5281895504391700480-2399051448884-10057-A-0-1.xs
1場,http://txtest-xp2p.p2p.huya.com/0-0-0-2199063580964-10057-A-0-1.xs
2場,http://txtest-xp2p.p2p.huya.com/0-0-0-2199063580966-10057-A-0-1.xs
3場,http://txtest-xp2p.p2p.huya.com/0-0-0-2199063580968-10057-A-0-1.xs
4場,http://txtest-xp2p.p2p.huya.com/0-0-0-2199063580970-10057-A-0-1.xs
雲賽場,http://txtest-xp2p.p2p.huya.com/1099531627815-1099531627815-85899513423724544-2199063379086-10057-A-0-1.xs
斯諾克1,http://txtest-xp2p.p2p.huya.com/1099531627777-1099531627777-85899350214967296-2199063379010-10057-A-0-1.xs
斯諾克2,http://txtest-xp2p.p2p.huya.com/1099531739995-1099531739995-86381322854989824-2199063603446-10057-A-0-1.xs
丁俊暉,http://txtest-xp2p.p2p.huya.com/1447756352-1447756352-6218066184416264192-2895636160-10057-A-0-1.xs
奧沙利文,http://txtest-xp2p.p2p.huya.com/1099531627956-1099531627956-85900119014113280-2199063379368-10057-A-0-1.xs
特魯姆普,http://txtest-xp2p.p2p.huya.com/1099531627782-1099531627782-85899371689803776-2199063379020-10057-A-0-1.xs
羅伯遜,http://txtest-xp2p.p2p.huya.com/1099531627945-1099531627945-85900071769473024-2199063379346-10057-A-0-1.xs
WWE1,http://txtest-xp2p.p2p.huya.com/1099531627799-1099531627799-85899444704247808-2199063379054-10057-A-0-1.xs
WWE2,http://txtest-xp2p.p2p.huya.com/1099531627786-1099531627786-85899388869672960-2199063379028-10057-A-0-1.xs
SD,http://txtest-xp2p.p2p.huya.com/1099531728842-1099531728842-86333421084737536-2199063581140-10057-A-0-1.xs
RAW,http://txtest-xp2p.p2p.huya.com/1099531728841-1099531728841-86333416789770240-2199063581138-10057-A-0-1.xs

新闻Ⓐ频道,#genre#
CCTV-13新闻,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV-13新闻,http://183.207.249.36/PLTV/4/224/3221227387/index.m3u8
CCTV-13新闻,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
三明新闻综合,http://stream.smntv.cn/smtv1/sd/live.m3u8
上虞1新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
东至新闻综合,http://223.247.33.124:1935/live/zonghe/playlist.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/360p.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/720p.m3u8
